# mode: ho, integrator: euler, N: 1, P: 1, dt: 0.005, steps: 2000, n_steps: 2000, n_frames: 2001, step_indexing: 0..steps (includes initial frame), total_steps_executed: 2000, seed: 42, L: 10000000000, rcut: 7.65e-10, target_temperature: 94.4, equilibration_steps: 0, production_steps: 2000, production_start_step: 0, final_rescale_before_production: true, final_rescale_applied: false, production_nve: false, gr_discard_steps: 200, gr_sample_every: 5, gr_start: 200, timestamp: 2026-03-12T20:53:15Z
step,time,x,v,E_kin,E_pot,E_total
0,0,1,0,0,3.34521325e-26,3.34521325e-26
1,0.005,1,-0.005,8.363033125e-31,3.34521325e-26,3.34529688033125e-26
2,0.01,0.999975,-0.01,3.34521325e-30,3.34504599142826e-26,3.34538051275326e-26
3,0.015,0.999925,-0.014999875,7.52660436752581e-30,3.34471148682932e-26,3.34546414726608e-26
4,0.02,0.999850000625,-0.0199995,1.3380183965713e-29,3.34420976547319e-26,3.34554778386976e-26
5,0.025,0.999750003125,-0.024998750003125,2.09054921117143e-29,3.34354087335318e-26,3.34563142256435e-26
6,0.03,0.999625009374984,-0.02999750001875,3.01019016768313e-29,3.34270487318224e-26,3.34571506334992e-26
7,0.035,0.999475021874891,-0.0349956250656249,4.09686183908679e-29,3.34170184438742e-26,3.3457987062265e-26
8,0.04,0.999300043749562,-0.0399930001749994,5.35046809132007e-29,3.34053188310284e-26,3.34588235119416e-26
9,0.045,0.999100078748687,-0.0449895003937472,6.770896092056e-29,3.33919510216088e-26,3.34596599825294e-26
10,0.05,0.998875131246719,-0.0499850007874906,8.35801632115136e-29,3.33769163108174e-26,3.34604964740289e-26
11,0.055,0.998625206242781,-0.0549793764437242,1.01116825827644e-28,3.33602161606131e-26,3.34613329864408e-26
12,0.06,0.998350309360563,-0.0599725024749381,1.20317320191407e-28,3.3341852199574e-26,3.34621695197655e-26
13,0.065,0.998050446848188,-0.0649642540217409,1.41179851260659e-28,3.33218262227428e-26,3.34630060740034e-26
14,0.07,0.997725625578079,-0.0699545062559819,1.6370245769984e-28,3.33001401914555e-26,3.34638426491553e-26
15,0.075,0.997375853046799,-0.0749431343838723,1.87883012067794e-28,3.32767962331537e-26,3.34646792452215e-26
16,0.08,0.99700113737488,-0.0799300136491063,2.13719221022207e-28,3.32517966411805e-26,3.34655158622027e-26
17,0.085,0.996601487306634,-0.0849150193359807,2.41208625540648e-28,3.32251438745586e-26,3.34663525000992e-26
18,0.09,0.996176912209955,-0.0898980267725139,2.70348601158191e-28,3.31968405577535e-26,3.34671891589117e-26
19,0.095,0.995727422076092,-0.0948789113335636,3.0113635822159e-28,3.31668894804191e-26,3.34680258386407e-26
20,0.1,0.995253027519424,-0.0998575484439441,3.33568942159984e-28,3.31352935971267e-26,3.34688625392867e-26
21,0.105,0.994753739777204,-0.104833813581541,3.67643233772113e-28,3.3102056027078e-26,3.34696992608501e-26
22,0.11,0.994229570709297,-0.109807582280427,4.03355949530007e-28,3.30671800538016e-26,3.34705360033316e-26
23,0.115,0.993680532797894,-0.114778730133974,4.40703641899125e-28,3.30306691248326e-26,3.34713727667317e-26
24,0.12,0.993106639147225,-0.119747132797963,4.79682699674912e-28,3.2992526851376e-26,3.34722095510509e-26
25,0.125,0.992507903483235,-0.124712665993699,5.20289348335732e-28,3.29527570079539e-26,3.34730463562897e-26
26,0.13,0.991884340153266,-0.129675205511115,5.62519650412165e-28,3.29113635320364e-26,3.34738831824486e-26
27,0.135,0.991235964125711,-0.134634627211882,6.06369505872601e-28,3.28683505236555e-26,3.34747200295281e-26
28,0.14,0.990562790989651,-0.13959080703251,6.51834652525126e-28,3.28237222450038e-26,3.34755568975289e-26
29,0.145,0.989864836954489,-0.144543620987459,6.98910666435625e-28,3.27774831200157e-26,3.34763937864513e-26
30,0.15,0.989142118849551,-0.149492945172231,7.47592962362103e-28,3.27296377339339e-26,3.3477230696296e-26
31,0.155,0.98839465412369,-0.154438655766479,7.97876794205137e-28,3.26801908328583e-26,3.34780676270634e-26
32,0.16,0.987622460844858,-0.159380629037097,8.4975725547445e-28,3.26291473232796e-26,3.34789045787541e-26
33,0.165,0.986825557699672,-0.164318741341322,9.03229279771543e-28,3.2576512271597e-26,3.34797415513685e-26
34,0.17,0.986003963992966,-0.16925286912982,9.58287641288344e-28,3.2522290903619e-26,3.34805785449073e-26
35,0.175,0.985157699647317,-0.174182888949785,1.01492695532182e-27,3.24664886040491e-26,3.34814155593709e-26
36,0.18,0.984286785202568,-0.179108677448021,1.0731416788045e-27,3.24091109159554e-26,3.34822525947599e-26
37,0.185,0.983391241815328,-0.184030111374034,1.13292611085089e-27,3.23501635402239e-26,3.34830896510748e-26
38,0.19,0.982471091258457,-0.188947067583111,1.19427439331963e-27,3.22896523349964e-26,3.34839267283161e-26
39,0.195,0.981526355920542,-0.193859423039403,1.2571805113915e-27,3.22275833150928e-26,3.34847638264843e-26
40,0.2,0.980557058805345,-0.198767054819006,1.32163829416304e-27,3.21639626514169e-26,3.348560094558e-26
41,0.205,0.97956322353125,-0.203669840113032,1.38764141525584e-27,3.20987966703477e-26,3.34864380856036e-26
42,0.21,0.978544874330685,-0.208567656230689,1.45518339344143e-27,3.20320918531143e-26,3.34872752465557e-26
43,0.215,0.977502036049531,-0.213460380602342,1.52425759328164e-27,3.19638548351552e-26,3.34881124284369e-26
44,0.22,0.976434734146519,-0.21834789078259,1.59485722578444e-27,3.18940924054632e-26,3.34889496312476e-26
45,0.225,0.975342994692607,-0.223230064453322,1.66697534907519e-27,3.18228115059132e-26,3.34897868549884e-26
46,0.23,0.97422684437034,-0.228106779426785,1.74060486908316e-27,3.17500192305766e-26,3.34906240996597e-26
47,0.235,0.973086310473206,-0.232977913648637,1.81573854024334e-27,3.16757228250189e-26,3.34914613652622e-26
48,0.24,0.971921420904963,-0.237843345201003,1.89236896621345e-27,3.15999296855829e-26,3.34922986517964e-26
49,0.245,0.970732204178958,-0.242702952305528,1.97048860060598e-27,3.15226473586567e-26,3.34931359592627e-26
50,0.25,0.96951868941743,-0.247556613326423,2.05008974773541e-27,3.14438835399262e-26,3.34939732876616e-26
51,0.255,0.968280906350798,-0.25240420677351,2.13116456338024e-27,3.13636460736136e-26,3.34948106369938e-26
52,0.26,0.96701888531693,-0.257245611305264,2.21370505556007e-27,3.12819429516997e-26,3.34956480072598e-26
53,0.265,0.965732657260404,-0.262080705731849,2.29770308532733e-27,3.11987823131326e-26,3.34964853984599e-26
54,0.27,0.964422253731745,-0.266909369018151,2.3831503675739e-27,3.1114172443021e-26,3.34973228105949e-26
55,0.275,0.963087706886654,-0.271731480286809,2.4700384718523e-27,3.10281217718129e-26,3.34981602436652e-26
56,0.28,0.96172904948522,-0.276546918821243,2.55835882321144e-27,3.09406388744598e-26,3.34989976976713e-26
57,0.285,0.960346314891114,-0.281355564068669,2.64810270304693e-27,3.08517324695668e-26,3.34998351726137e-26
58,0.29,0.958939537070771,-0.286157295643124,2.73926124996577e-27,3.07614114185273e-26,3.3500672668493e-26
59,0.295,0.957508750592555,-0.290951993328478,2.83182546066532e-27,3.06696847246444e-26,3.35015101853097e-26
60,0.3,0.956053990625913,-0.295739537081441,2.92578619082656e-27,3.05765615322378e-26,3.35023477230644e-26
61,0.305,0.954575292940505,-0.30051980703457,3.02113415602149e-27,3.0482051125736e-26,3.35031852817574e-26
62,0.31,0.953072693905333,-0.305292683499273,3.11785993263455e-27,3.03861629287549e-26,3.35040228613895e-26
63,0.315,0.951546230487836,-0.3100580469688,3.21595395879804e-27,3.0288906503163e-26,3.3504860461961e-26
64,0.32,0.949995940252992,-0.314815778121239,3.31540653534139e-27,3.01902915481312e-26,3.35056980834726e-26
65,0.325,0.948421861362386,-0.319565757822504,3.41620782675424e-27,3.00903278991704e-26,3.35065357259247e-26
66,0.33,0.946824032573273,-0.324307867129316,3.51834786216315e-27,2.99890255271547e-26,3.35073733893178e-26
67,0.335,0.945202493237627,-0.329041987292182,3.62181653632195e-27,2.98863945373306e-26,3.35082110736525e-26
68,0.34,0.943557283301166,-0.33376799975837,3.72660361061554e-27,2.97824451683138e-26,3.35090487789294e-26
69,0.345,0.941888443302374,-0.338485786174876,3.8326987140771e-27,2.96771877910717e-26,3.35098865051488e-26
70,0.35,0.9401960143715,-0.343195228391388,3.94009134441855e-27,2.95706329078929e-26,3.35107242523115e-26
71,0.355,0.938480038229543,-0.347896208463245,4.04877086907425e-27,2.94627911513435e-26,3.35115620204178e-26
72,0.36,0.936740557187226,-0.352588608654393,4.15872652625775e-27,2.93536732832105e-26,3.35123998094683e-26
73,0.365,0.934977614143955,-0.357272311440329,4.26994742603147e-27,2.92432901934321e-26,3.35132376194635e-26
74,0.37,0.933191252586753,-0.361947199511049,4.38242255138934e-27,2.91316528990147e-26,3.3514075450404e-26
75,0.375,0.931381516589198,-0.366613155773983,4.49614075935214e-27,2.90187725429381e-26,3.35149133022903e-26
76,0.38,0.929548450810328,-0.371270063356929,4.61109078207551e-27,2.89046603930473e-26,3.35157511751228e-26
77,0.385,0.927692100493543,-0.37591780561098,4.72726122797048e-27,2.87893278409317e-26,3.35165890689022e-26
78,0.39,0.925812511465488,-0.380556266113448,4.84464058283646e-27,2.86727864007925e-26,3.35174269836289e-26
79,0.395,0.923909730134921,-0.385185328670775,4.96321721100654e-27,2.8555047708297e-26,3.35182649193035e-26
80,0.4,0.921983803491567,-0.38980487732145,5.08297935650499e-27,2.84361235194215e-26,3.35191028759265e-26
81,0.405,0.92003477910496,-0.394414796338908,5.20391514421685e-27,2.83160257092816e-26,3.35199408534984e-26
82,0.41,0.918062705123265,-0.399014970234433,5.32601258106949e-27,2.81947662709502e-26,3.35207788520197e-26
83,0.415,0.916067630272093,-0.403605283760049,5.44925955722602e-27,2.8072357314265e-26,3.3521616871491e-26
84,0.42,0.914049603853293,-0.408185621911409,5.57364384729045e-27,2.79488110646224e-26,3.35224549119128e-26
85,0.425,0.912008675743736,-0.412755869930676,5.69915311152446e-27,2.78241398617612e-26,3.35232929732856e-26
86,0.43,0.909944896394082,-0.417315913309394,5.82577489707567e-27,2.76983561585343e-26,3.352413105561e-26
87,0.435,0.907858316827535,-0.421865637791365,5.95349663921726e-27,2.75714725196691e-26,3.35249691588863e-26
88,0.44,0.905748988638579,-0.426404929375503,6.08230566259887e-27,2.74435016205164e-26,3.35258072831153e-26
89,0.445,0.903616963991701,-0.430933674318695,6.21218918250861e-27,2.73144562457888e-26,3.35266454282974e-26
90,0.45,0.901462295620108,-0.435451759138654,6.34313430614607e-27,2.7184349288287e-26,3.35274835944331e-26
91,0.455,0.899285036824414,-0.439959070616754,6.4751280339062e-27,2.70531937476168e-26,3.3528321781523e-26
92,0.46,0.897085241471331,-0.444455495800877,6.60815726067394e-27,2.69210027288936e-26,3.35291599895675e-26
93,0.465,0.894862963992326,-0.448940922008233,6.74220877712948e-27,2.67877894414378e-26,3.35299982185672e-26
94,0.47,0.892618259382285,-0.453415236828195,6.87726927106396e-27,2.66535671974587e-26,3.35308364685227e-26
95,0.475,0.890351183198144,-0.457878328125106,7.01332532870557e-27,2.65183494107288e-26,3.35316747394344e-26
96,0.48,0.888061791557518,-0.462330084041097,7.15036343605587e-27,2.6382149595247e-26,3.35325130313029e-26
97,0.485,0.885750141137313,-0.466770392998885,7.28836998023617e-27,2.62449813638925e-26,3.35333513441287e-26
98,0.49,0.883416289172318,-0.471199143704571,7.42733125084389e-27,2.61068584270684e-26,3.35341896779123e-26
99,0.495,0.881060293453796,-0.475616225150433,7.56723344131872e-27,2.59677945913355e-26,3.35350280326542e-26
100,0.5,0.878682212328043,-0.480021526617702,7.70806265031849e-27,2.58278037580365e-26,3.3535866408355e-26
101,0.505,0.876282104694955,-0.484414937679342,7.84980488310457e-27,2.56868999219107e-26,3.35367048050152e-26
102,0.51,0.873860030006558,-0.488796348202817,7.9924460529367e-27,2.55450971696987e-26,3.35375432226354e-26
103,0.515,0.871416048265544,-0.493165648352849,8.13597198247703e-27,2.54024096787389e-26,3.35383816612159e-26
104,0.52,0.86895022002378,-0.497522728594177,8.28036840520336e-27,2.52588517155541e-26,3.35392201207575e-26
105,0.525,0.866462606380809,-0.501867479694296,8.42562096683137e-27,2.51144376344291e-26,3.35400586012605e-26
106,0.53,0.863953268982337,-0.5061997927262,8.57171522674561e-27,2.49691818759799e-26,3.35408971027255e-26
107,0.535,0.861422270018706,-0.510519559071112,8.7186366594393e-27,2.48230989657138e-26,3.35417356251531e-26
108,0.54,0.858869672223351,-0.514826670421205,8.86637065596261e-27,2.46762035125811e-26,3.35425741685437e-26
109,0.545,0.856295538871245,-0.519121018782322,9.01490252537943e-27,2.45285102075185e-26,3.35434127328979e-26
110,0.55,0.853699933777333,-0.523402496476678,9.16421749623235e-27,2.43800338219839e-26,3.35442513182163e-26
111,0.555,0.85108292129495,-0.527670996145565,9.31430071801578e-27,2.42307892064834e-26,3.35450899244992e-26
112,0.56,0.848444566314222,-0.53192641075204,9.46513726265709e-27,2.40807912890902e-26,3.35459285517473e-26
113,0.565,0.845784934260462,-0.536168633583611,9.61671212600552e-27,2.39300550739556e-26,3.35467671999611e-26
114,0.57,0.843104091092544,-0.540397558254913,9.7690102293288e-27,2.37785956398123e-26,3.35476058691411e-26
115,0.575,0.840402103301269,-0.544613078710376,9.92201642081732e-27,2.36264281384705e-26,3.35484445592878e-26
116,0.58,0.837679037907717,-0.548815089226882,1.00757154770957e-26,2.34735677933062e-26,3.35492832704018e-26
117,0.585,0.834934962461583,-0.553003484416421,1.02300921047414e-26,2.33200298977422e-26,3.35501220024836e-26
118,0.59,0.832169945039501,-0.557178159228729,1.03851309418108e-26,2.31658298137228e-26,3.35509607555336e-26
119,0.595,0.829384054243357,-0.561339008953926,1.05408165593719e-26,2.30109829701807e-26,3.35517995295525e-26
120,0.6,0.826577359198587,-0.565485929225143,1.06971334630437e-26,2.28555048614971e-26,3.35526383245408e-26
121,0.605,0.823749929552462,-0.569618816021136,1.08540660945425e-26,2.26994110459564e-26,3.35534771404989e-26
122,0.61,0.820901835472356,-0.573737565668898,1.10115988332348e-26,2.25427171441926e-26,3.35543159774274e-26
123,0.615,0.818033147644012,-0.57784207484626,1.11697159976958e-26,2.2385438837631e-26,3.35551548353268e-26
124,0.62,0.81514393726978,-0.58193224058448,1.13284018472748e-26,2.22275918669229e-26,3.35559937141977e-26
125,0.625,0.812234276066858,-0.586007960270829,1.14876405836662e-26,2.20691920303744e-26,3.35568326140406e-26
126,0.63,0.809304236265504,-0.590069131651163,1.16474163524864e-26,2.19102551823695e-26,3.35576715348559e-26
127,0.635,0.806353890607248,-0.594115652832491,1.18077132448569e-26,2.17507972317874e-26,3.35585104766443e-26
128,0.64,0.803383312343085,-0.598147422285527,1.19685152989916e-26,2.15908341404146e-26,3.35593494394062e-26
129,0.645,0.800392575231658,-0.602164338847243,1.21298065017913e-26,2.14303819213509e-26,3.35601884231422e-26
130,0.65,0.797381753537422,-0.606166301723401,1.22915707904418e-26,2.12694566374109e-26,3.35610274278528e-26
131,0.655,0.794350922028805,-0.610153210491088,1.2453792054018e-26,2.11080743995205e-26,3.35618664535385e-26
132,0.66,0.791300155976349,-0.614124965101232,1.26164541350924e-26,2.09462513651074e-26,3.35627055001998e-26
133,0.665,0.788229531150843,-0.618081465881114,1.27795408313487e-26,2.07840037364886e-26,3.35635445678373e-26
134,0.67,0.785139123821437,-0.622022613536868,1.29430358971998e-26,2.06213477592517e-26,3.35643836564515e-26
135,0.675,0.782029010753753,-0.625948309155975,1.31069230454101e-26,2.04582997206328e-26,3.35652227660429e-26
136,0.68,0.778899269207973,-0.629858454209744,1.32711859487221e-26,2.02948759478899e-26,3.35660618966121e-26
137,0.685,0.775749976936924,-0.633752950555784,1.34358082414875e-26,2.0131092806672e-26,3.35669010481595e-26
138,0.69,0.772581212184146,-0.637631700440468,1.36007735213013e-26,1.99669666993844e-26,3.35677402206857e-26
139,0.695,0.769393053681943,-0.641494606501389,1.37660653506405e-26,1.98025140635507e-26,3.35685794141912e-26
140,0.7,0.766185580649436,-0.645341571769799,1.39316672585064e-26,1.96377513701701e-26,3.35694186286766e-26
141,0.705,0.762958872790587,-0.649172499673046,1.40975627420695e-26,1.94726951220728e-26,3.35702578641423e-26
142,0.71,0.759713010292222,-0.652987294036999,1.42637352683185e-26,1.93073618522704e-26,3.35710971205889e-26
143,0.715,0.756448073822037,-0.65678585908846,1.4430168275712e-26,1.91417681223049e-26,3.35719363980169e-26
144,0.72,0.753164144526595,-0.66056809945757,1.45968451758334e-26,1.89759305205935e-26,3.35727756964269e-26
145,0.725,0.749861304029307,-0.664333920180203,1.47637493550482e-26,1.88098656607711e-26,3.35736150158193e-26
146,0.73,0.746539634428406,-0.66808322670035,1.49308641761641e-26,1.86435901800305e-26,3.35744543561947e-26
147,0.735,0.743199218294904,-0.671815924872492,1.5098172980094e-26,1.84771207374595e-26,3.35752937175536e-26
148,0.74,0.739840138670542,-0.675531920963966,1.52656590875202e-26,1.83104740123763e-26,3.35761330998965e-26
149,0.745,0.736462479065722,-0.679231121657319,1.54333058005616e-26,1.81436667026624e-26,3.3576972503224e-26
150,0.75,0.733066323457435,-0.682913434052648,1.56010964044428e-26,1.79767155230938e-26,3.35778119275366e-26
151,0.755,0.729651756287172,-0.686578765669935,1.57690141691642e-26,1.78096372036706e-26,3.35786513728348e-26
152,0.76,0.726218862458822,-0.690227024451371,1.59370423511749e-26,1.76424484879442e-26,3.35794908391191e-26
153,0.765,0.722767727336566,-0.693858118763665,1.6105164195046e-26,1.74751661313441e-26,3.35803303263901e-26
154,0.77,0.719298436742747,-0.697471957400348,1.62733629351454e-26,1.73078068995029e-26,3.35811698346482e-26
155,0.775,0.715811076955746,-0.701068449584061,1.64416217973142e-26,1.71403875665799e-26,3.35820093638941e-26
