# mode: lj, integrator: euler, N: 864, P: 4, dt: 1e-14, steps: 100, seed: 42, L: 3.47786e-09, rcut: 7.65e-10, rescale_step: 10, production_start: 10, gr_discard: 500, gr_interval: 10, gr_start: 510, lattice: FCC, velocities: Box-Muller, timestamp: 2026-03-04T17:00:43Z
step,time,E_kin,E_pot,E_total,temperature
88,8.8e-13,1.70539381133288e-18,-7.69259917043622e-18,-5.98720535910334e-18,95.4199852740131
89,8.9e-13,1.71234079542576e-18,-7.67774059144912e-18,-5.96539979602336e-18,95.808682075559
90,9e-13,1.71881040913021e-18,-7.66128033959926e-18,-5.94246993046905e-18,96.1706691077066
91,9.1e-13,1.72597122474046e-18,-7.64565950081045e-18,-5.91968827606998e-18,96.5713301840747
92,9.2e-13,1.73513048582621e-18,-7.63161574331955e-18,-5.89648525749335e-18,97.0838080364715
93,9.3e-13,1.74728470168168e-18,-7.62119839703676e-18,-5.87391369535508e-18,97.7638592306531
94,9.4e-13,1.7629762505585e-18,-7.61331460374013e-18,-5.85033835318162e-18,98.6418308480019
95,9.5e-13,1.782299584617e-18,-7.60956602449945e-18,-5.82726643988246e-18,99.7230076642033
96,9.6e-13,1.80473148230627e-18,-7.60712945841391e-18,-5.80239797610764e-18,100.978114451242
97,9.7e-13,1.82914408255777e-18,-7.60820627612566e-18,-5.77906219356789e-18,102.344045265004
98,9.8e-13,1.85402594779452e-18,-7.60988159373072e-18,-5.75585564593619e-18,103.736232335641
99,9.9e-13,1.8779770592092e-18,-7.6096618236967e-18,-5.7316847644875e-18,105.076341982631
100,1e-12,1.89997669878666e-18,-7.60752504408179e-18,-5.70754834529514e-18,106.307263116838
