# mode: lj, integrator: euler, N: 864, P: 4, dt: 1e-14, steps: 100, n_steps: 100, n_frames: 101, step_indexing: 0..steps (includes initial frame), total_steps_executed: 150, seed: 42, L: 3.47786e-09, rcut: 7.65e-10, target_temperature: 94.4, equilibration_steps: 50, production_steps: 100, production_start_step: 0, final_rescale_before_production: true, final_rescale_applied: true, production_nve: true, gr_discard_steps: 200, gr_sample_every: 5, gr_start: 200, startup_temperature_before_final_rescale: 95.9438964430546, startup_temperature_after_final_rescale: 94.4, lattice: FCC, velocities: Box-Muller, timestamp: 2026-03-08T18:23:53Z
step,time,E_kin,E_pot,E_total,temperature
87,8.7e-13,4.97126581345189e-18,-5.93875836246574e-18,-9.67492549013843e-19,278.151654802853
88,8.8e-13,5.08391061262273e-18,-5.89794720215228e-18,-8.14036589529546e-19,284.454342784155
89,8.9e-13,5.23493219788789e-18,-5.88387994264421e-18,-6.48947744756324e-19,292.904283992043
90,9e-13,5.37931408261159e-18,-5.86710210711424e-18,-4.87788024502649e-19,300.98272148995
91,9.1e-13,5.49920827339378e-18,-5.83691284215824e-18,-3.37704568764462e-19,307.691026541166
92,9.2e-13,5.60874343834953e-18,-5.7991659496644e-18,-1.90422511314866e-19,313.819724650429
93,9.3e-13,5.71824973063214e-18,-5.76012659591392e-18,-4.18768652817868e-20,319.946807279427
94,9.4e-13,5.82395727344036e-18,-5.71020485691845e-18,1.13752416521903e-19,325.861342743953
95,9.5e-13,5.9204561655762e-18,-5.63552965498461e-18,2.84926510591589e-19,331.260636915992
96,9.6e-13,6.00578991146863e-18,-5.52319282143391e-18,4.8259709003472e-19,336.035220195422
97,9.7e-13,6.13936575448804e-18,-5.4210466572549e-18,7.18319097233137e-19,343.509039373828
98,9.8e-13,6.48254212789332e-18,-5.44980989537892e-18,1.0327322325144e-18,362.710401709679
99,9.9e-13,6.86618425843547e-18,-5.50589558744214e-18,1.36028867099333e-18,384.175899123566
100,1e-12,7.07845459472154e-18,-5.48646086295571e-18,1.59199373176582e-18,396.052822933143
